lead_rank,quality_tier,quality_score,region_bucket,city,clinic_name,address,contact_email,contact_phone,official_website,contact_url,listing_url,total_ratings,google_score,google_total,tandarts_score,tandarts_total,practice_type,popular,subscription,verification_status,quality_reasons,email_candidates,already_contacted
45,A,95,adjacent_south,Nijmegen,Fortuna Kliniek Voor Tandheelkunde,"Dick Boerrigterplein 2, Nijmegen",info@fortunakliniek.nl,024-2036180,https://www.fortunakliniek.nl,https://www.fortunakliniek.nl/contact,https://www.tandarts.nl/tandarts-nijmegen/fortuna-kliniek-voor-tandheelkunde,128,4.7,61,,0,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@fortunakliniek.nl,no
46,A,95,adjacent_south,Utrecht,Tandartspraktijk Bartoklaan,"Bartoklaan 42, Utrecht",post@bartoklaan.nl,//030-2993666,https://www.bartoklaan.nl,https://www.bartoklaan.nl/contact,https://www.tandarts.nl/tandarts-utrecht/tandartspraktijk-bartoklaan,78,4.2,73,9.9,2,tandarts_with_mond,True,"start_tariff,call,appointment,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",post@bartoklaan.nl,no
47,A,93,adjacent_south,Venlo,Dental Clinics Venlo,"Deken van Oppensingel 9, Venlo",venlo@dentalclinics.nl,+31773513493,https://www.dentalclinics.nl/tandarts/venlo/,https://www.dentalclinics.nl/tandarts/venlo/contact,https://www.tandarts.nl/tandarts-venlo/dental-clinics-venlo,2382,4.7,496,9.4,1286,tandarts_with_mond,True,"start_tariff,report_monitor,click",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, high_review_volume, popular_listing, general_practice_fit, email_matches_practice_domain",venlo@dentalclinics.nl,no
48,A,93,adjacent_south,Maastricht,Dental Clinics Maastricht Centrum,"Koningin Emmaplein 10, Maastricht",maastricht@dentalclinics.nl,+31433251545,https://www.dentalclinics.nl/tandarts/maastricht-centrum/,https://www.dentalclinics.nl/tandarts/maastricht-centrum/contact,https://www.tandarts.nl/tandarts-maastricht/dental-clinics-maastricht-centrum,1627,4.4,470,9.3,742,tandarts_with_mond,True,"start_tariff,report_monitor,click,blog_service_quantity_4,blog_service_zuid",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, high_review_volume, popular_listing, general_practice_fit, email_matches_practice_domain",maastricht@dentalclinics.nl,no
49,A,93,adjacent_south,Maastricht,Dental Clinics Maastricht Heerderrein,"Rijksweg 72a 03, Maastricht",heerderrein@dentalclinics.nl,+31433614521,https://www.dentalclinics.nl/tandarts/maastricht-heerderrein/,https://www.dentalclinics.nl/tandarts/maastricht-heerderrein/contact,https://www.tandarts.nl/tandarts-maastricht/dental-clinics-maastricht-heerderrein,1455,4.7,350,9.3,730,tandarts_with_mond,True,"start_tariff,report_monitor,click,blog_service_quantity_4,blog_service_zuid",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, high_review_volume, popular_listing, general_practice_fit, email_matches_practice_domain",heerderrein@dentalclinics.nl,no
50,A,93,adjacent_south,Arnhem,Mondzorg Velperweg B.V.,"Velperweg 101B, Arnhem",info@mondzorgvelperweg.nl,0263614731,https://www.tandarts-in-arnhem.nl,https://www.tandarts-in-arnhem.nl/contact,https://www.tandarts.nl/tandarts-arnhem/mondzorg-velperweg-bv,535,4.2,109,9.8,15,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal",info@mondzorgvelperweg.nl,no
51,A,93,adjacent_south,Arnhem,Tandartsenpraktijk St.Elisabeths Gasthuis,"Sint Elisabethshof 1, Arnhem",press@google.com,00000193-644,"https://www.google.nl/maps/place/Tandartsenpraktijk+St.Elisabeths+Gasthuis/@,,3a,75y,135.91h,83.56t/data=!3m8!1e1!3m6!1sAF1QipNA2_yw8TjTywCSjDuSlRsSq1aY9mOu_pwg6saq!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNA2_yw8TjTywCSjDuSlRsSq1aY9mOu_pwg6saq%3Dw203-h100-k-no-pi0-ya355.76-ro-0-fo100!7i9068!8i4534!4m9!3m8!1s0x47c7a5be1e915793:0x9ea8b2e0b7a996de!8m2!3d51!4d5!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F11hbv6m1xf?entry=ttu","https://www.google.nl/maps/place/Tandartsenpraktijk+St.Elisabeths+Gasthuis/@,,3a,75y,135.91h,83.56t/contact",https://www.tandarts.nl/tandarts-arnhem/tandartsenpraktijk-stelisabeths-gasthuis,291,3.8,20,9.0,269,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,review_widget,appointment,click,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal",press@google.com,no
52,A,92,adjacent_south,Utrecht,Mondzorgpraktijk Zuilen,"Amsterdamsestraatweg 697, Utrecht",info@mhzuilen.nl,0938706558-970,https://www.mhzuilen.nl,https://www.mhzuilen.nl/contact,https://www.tandarts.nl/tandarts-utrecht/mondzorgpraktijk-zuilen,66,4.6,54,7.5,4,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,review_widget,call,appointment_request,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@mhzuilen.nl,no
53,A,92,adjacent_south,Utrecht,Jeugdtandarts Groen - Tandarts Utrecht,"Van Heuven Goedhartplein 33, Utrecht",info@jeugdtandartsgroen.nl,//030 8082793,https://www.jeugdtandartsgroen.nl,https://www.jeugdtandartsgroen.nl/contact,https://www.tandarts.nl/tandarts-utrecht/jeugdtandarts-groen-tandarts-utrecht,42,5.0,41,10.0,1,tandarts_with_mond,True,"start_tariff,youvia_olm,call,appointment_request,appointment,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@jeugdtandartsgroen.nl,no
54,A,92,adjacent_south,Utrecht,Tandheelkunde Vleutenseweg,"Vleutenseweg 492, Utrecht",tandheelkundevleutenseweg@zorgmail.nl,0302935075,https://www.tandheelkundigcentrumvleutenseweg.nl/,https://www.tandheelkundigcentrumvleutenseweg.nl/contact,https://www.tandarts.nl/tandarts-utrecht/tandheelkunde-vleutenseweg,42,3.4,23,6.5,18,tandarts_with_mond,True,"start_tariff,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",tandheelkundevleutenseweg@zorgmail.nl; info@tandheelkundevleutenseweg.nl; joortandtechniek@gmail.com,no
55,A,92,adjacent_south,Utrecht,Tandheelkundig Centrum Contrast,"Pablo Picassostraat 187, Utrecht",info@thcc.nl,030-6663653,https://www.thcc.nl,https://www.thcc.nl/contact,https://www.tandarts.nl/tandarts-utrecht/tandheelkundig-centrum-contrast,42,3.5,30,,0,tandarts_with_mond,True,"start_tariff,call,appointment_request,appointment,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@thcc.nl,no
56,A,92,adjacent_south,Utrecht,Studentist Utrecht,"Keistraat 4, Utrecht",utrecht@studentist.nl,020 751 0839,https://www.studentist.nl/tandarts-utrecht,https://www.studentist.nl/tandarts-utrecht/contact,https://www.tandarts.nl/tandarts-utrecht/studentist-utrecht,39,,0,8.5,30,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,call,appointment,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",utrecht@studentist.nl; amsterdam.campus@studentist.nl; amsterdam@studentist.nl; groningen@studentist.nl; roeterseiland@studentist.nl,no
57,A,92,adjacent_south,Nijmegen,Tandheelkundig centrum Nijmegen,"Meijhorst 60-11, Nijmegen",info@tc-nijmegen.nl,//024 344 2670,https://www.tc-nijmegen.nl,https://www.tc-nijmegen.nl/contact,https://www.tandarts.nl/tandarts-nijmegen/tandheelkundig-centrum-nijmegen,21,3.6,19,9.5,2,tandarts_with_mond,True,"start_tariff,call,appointment,click,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tc-nijmegen.nl,no
58,A,92,adjacent_south,Utrecht,Sure Dental Utrecht,"Dillenburgstraat 11, Utrecht",info@suredental.nl,0302516343,https://www.suredental.nl/,https://www.suredental.nl/contact,https://www.tandarts.nl/tandarts-utrecht/sure-dental-utrecht-0,20,5.0,13,9.6,7,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,exquise_service,call,appointment_request,appointment,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@suredental.nl,no
59,A,90,adjacent_south,Nijmegen,Mondzorgcentrum Takenhofplein,"Takenhofplein 6, Nijmegen",balie@mctp.nl,024 212 212 8,https://www.mondzorgcentrumtakenhofplein.nl,https://www.mondzorgcentrumtakenhofplein.nl/contact,https://www.tandarts.nl/tandarts-nijmegen/mondzorgcentrum-takenhofplein,142,4.2,30,9.6,41,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal",balie@mctp.nl,no
60,A,88,adjacent_south,Nijmegen,Mondzorg de Villa,"Graafseweg 232, Nijmegen",info@dental-styling.nl,,https://www.dental-styling.nl,https://www.dental-styling.nl/contact,https://www.tandarts.nl/tandarts-nijmegen/mondzorg-de-villa,644,,0,,0,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_oost",official_site_and_email_verified,"official_website, public_email, adjacent_region, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@dental-styling.nl,no
61,A,88,adjacent_south,Arnhem,Radic Tandartspraktijk,"Aalburgstraat 108, Arnhem",info@tandartspraktijkradic.nl,0 1 1 0-4 2 2 0 0 1 0 4,https://www.tandartspraktijkradic.nl,https://www.tandartspraktijkradic.nl/contact,https://www.tandarts.nl/tandarts-arnhem/radic-tandartspraktijk,19,4.5,17,10.0,2,tandarts,True,"start_tariff,call,appointment_request,appointment,click,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tandartspraktijkradic.nl,no
62,A,88,adjacent_south,Weert,Mondzorg Moesel B.V.,"Christinelaan 12, Weert",info@mondzorgmoesel.nl,0495546882,https://www.mondzorgmoesel.nl,https://www.mondzorgmoesel.nl/contact,https://www.tandarts.nl/tandarts-weert/mondzorg-moesel-bv,17,3.9,14,9.0,1,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_zuid",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@mondzorgmoesel.nl,no
63,A,88,adjacent_south,Arnhem,Tandartsenpraktijk Swaters & Kremer,"Mauvestraat 46, Arnhem",info@swaterskremer.nl,026-4434624,https://www.swaterskremer.nl,https://www.swaterskremer.nl/contact,https://www.tandarts.nl/tandarts-arnhem/tandartsenpraktijk-swaters-kremer,7,4.6,5,9.5,2,tandarts_with_mond,True,"start_tariff,email_service,call,appointment,click,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@swaterskremer.nl,no
64,A,88,adjacent_south,Utrecht,Tandartspraktijk Knol,"Zamenhofdreef 14, Utrecht",balie@tandartspraktijkknol.nl,(030) 2617452 (Bereikbaar vanaf 8:15 uur),https://www.tandartspraktijkknol.nl,https://www.tandartspraktijkknol.nl/contact,https://www.tandarts.nl/tandarts-utrecht/tandartspraktijk-knol,5,,0,10.0,5,tandarts_with_mond,True,"start_tariff,call,appointment_request,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",balie@tandartspraktijkknol.nl,no
65,A,88,adjacent_south,Nijmegen,Tandheelkunde en Implantologie Praktijk St. Jacobslaan,"Sint Jacobslaan 433, Nijmegen",info@tcsw.nl,024 3222319,https://tcsw.nl/,https://tcsw.nl/contact,https://www.tandarts.nl/tandarts-nijmegen/tandheelkunde-en-implantologie-praktijk-st-jacobslaan,4,,0,2.0,2,tandarts,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tcsw.nl; info@mondzorgdewaalsprong.nl,no
66,A,88,adjacent_south,Utrecht,Tandgenoten Utrecht Leidsche Rijn,"Vaduzdijk 33, Utrecht",leidscherijn@tandgenoten.nl,030-2006716,https://tandgenoten.nl/leidscherijn/,https://tandgenoten.nl/leidscherijn/contact,https://www.tandarts.nl/tandarts-utrecht/tandgenoten-utrecht-leidsche-rijn,2,5.0,2,,0,tandarts_with_mond,True,"start_tariff,youvia_olm,call,appointment,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",leidscherijn@tandgenoten.nl,no
67,A,87,adjacent_south,Utrecht,Proclin Utrecht,"Livingstonelaan 466, Utrecht",balie@paropraktijk.nl,030 287 05 60,https://www.parodontologie-utrecht.nl/,https://www.parodontologie-utrecht.nl/contact,https://www.tandarts.nl/tandarts-utrecht/proclin-utrecht,67,,0,,0,tandarts,True,"start_tariff,report_monitor,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal",balie@paropraktijk.nl,no
68,A,87,adjacent_south,Nijmegen,Tandartsenpraktijk Villa Westhof,"Berg en Dalseweg 172, Nijmegen",info@tandarts-villawesthof.nl,+31 (0)24 323 33 66,https://www.tandartsnijmegenoost.nl,https://www.tandartsnijmegenoost.nl/contact,https://www.tandarts.nl/tandarts-nijmegen/tandartsenpraktijk-villa-westhof,60,4.6,27,9.7,5,tandarts_with_mond,True,"start_tariff,call,appointment_request,appointment,click,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal",info@tandarts-villawesthof.nl,no
69,A,87,adjacent_south,Nijmegen,Tandartspraktijk de Oversteek,"Wolfskuilseweg 269, Nijmegen",info@tpdo.nl,021-09-03-08-02-14-,https://tandartspraktijkdeoversteek.nl/,https://tandartspraktijkdeoversteek.nl/contact,https://www.tandarts.nl/tandarts-nijmegen/tandartspraktijk-de-oversteek,26,3.9,15,,0,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_oost",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, general_practice_fit, appointment_flow_signal",info@tpdo.nl,no
70,A,87,adjacent_south,Geleen,Vos & Nos Geleen,"Bloemenmarkt 11, Geleen",geleen@vosnos.nl,0850400800,https://vosnos.nl/,https://vosnos.nl/contact,https://www.tandarts.nl/tandarts-geleen/vos-nos-geleen,24,4.8,21,6.7,3,tandtehnicus,True,"call,appointment_request,appointment,click,blog_service_zuid",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, some_reviews, popular_listing, appointment_flow_signal, email_matches_practice_domain",geleen@vosnos.nl; brunssum@vosnos.nl; kerkrade@vosnos.nl; meerssen@vosnos.nl; info@kunstgebit-zorg.nl,no
71,A,83,adjacent_south,Maastricht,Tandartsenpraktijk van Nouhuys,"Hertogsingel 89B, Maastricht",hertogsingeltandartsen@gmail.com,043 - 321 173 6,https://www.de-tandarts.net,https://www.de-tandarts.net/contact,https://www.tandarts.nl/tandarts-maastricht/tandartsenpraktijk-van-nouhuys,3,,0,10.0,3,tandarts,True,"start_tariff,call,appointment_request,appointment,click,blog_service_zuid",official_site_and_email_verified,"official_website, public_email, public_phone, adjacent_region, popular_listing, general_practice_fit, appointment_flow_signal",hertogsingeltandartsen@gmail.com,no
72,A,95,national_backup,Rotterdam,Dental Clinics Rotterdam Zuiderterras,"Zuiderterras 6, Rotterdam",zuiderterras@dentalclinics.nl,+31104101470,https://www.dentalclinics.nl/tandarts/rotterdam-zuiderterras/,https://www.dentalclinics.nl/tandarts/rotterdam-zuiderterras/contact,https://www.tandarts.nl/tandarts-rotterdam/dental-clinics-rotterdam-zuiderterras,1129,4.3,303,9.3,496,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click,blog_service_quantity_4,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",zuiderterras@dentalclinics.nl,no
73,A,95,national_backup,Gouda,Dental Clinics Gouda Büchnerweg,"Buchnerweg 7, Gouda",buchnerweg@dentalclinics.nl,+31182510527,https://www.dentalclinics.nl/tandarts/gouda-buchnerweg/,https://www.dentalclinics.nl/tandarts/gouda-buchnerweg/contact,https://www.tandarts.nl/tandarts-gouda/dental-clinics-gouda-buchnerweg,1077,3.2,15,8.4,3,tandarts_with_mond,True,"start_tariff,report_monitor,appointment_request,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",buchnerweg@dentalclinics.nl,no
74,A,95,national_backup,Delft,Dental Clinics Delft,"Bagijnhof 80 , Delft",delft@dentalclinics.nl,+31152143352,https://www.dentalclinics.nl/tandarts/delft/,https://www.dentalclinics.nl/tandarts/delft/contact,https://www.tandarts.nl/tandarts-delft/dental-clinics-delft,1021,4.7,319,9.2,481,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",delft@dentalclinics.nl,no
75,A,95,national_backup,Leiden,Van Leeuwen Tandartsen - centrum voor mondzorg en implantologie Leiden,"Lammermarkt 218, Leiden",info@vanleeuwen-tandartsen.nl,+31715898372,https://vanleeuwen-tandartsen.nl/behandelingen/implantaten/,https://vanleeuwen-tandartsen.nl/behandelingen/implantaten/contact,https://www.tandarts.nl/tandarts-leiden/van-leeuwen-tandartsen-centrum-voor-mondzorg-en-implantologie-leiden,962,4.3,249,9.0,483,tandarts_with_mond,True,"start_tariff,report_monitor,review_widget,call,appointment,click,blog_service,blog_service_quantity_4,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@vanleeuwen-tandartsen.nl,no
76,A,95,national_backup,Dordrecht,Dental Clinics Dordrecht Kuipershaven,"Schrijversstraat 2A, Dordrecht",kuipershaven@dentalclinics.nl,+31786135133,https://www.dentalclinics.nl/tandarts/dordrecht-kuipershaven/,https://www.dentalclinics.nl/tandarts/dordrecht-kuipershaven/contact,https://www.tandarts.nl/tandarts-dordrecht/dental-clinics-dordrecht-kuipershaven,921,4.7,243,9.4,439,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",kuipershaven@dentalclinics.nl,no
77,A,95,national_backup,Haarlem,Dental Clinics Haarlem Zijlweg,"Zijlweg 148 A1, Haarlem",haarlem@dentalclinics.nl,+31235531010,https://www.dentalclinics.nl/tandarts/haarlem-zijlweg/,https://www.dentalclinics.nl/tandarts/haarlem-zijlweg/contact,https://www.tandarts.nl/tandarts-haarlem/dental-clinics-haarlem-zijlweg,863,4.5,323,9.4,350,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",haarlem@dentalclinics.nl,no
78,A,95,national_backup,Gouda,Dental Clinics Gouda Burghvliet,"Noothoven van Goorstraat 60, Gouda",gouda@dentalclinics.nl,+31182550366,https://www.dentalclinics.nl/tandarts/gouda-burghvliet/,https://www.dentalclinics.nl/tandarts/gouda-burghvliet/contact,https://www.tandarts.nl/tandarts-gouda/dental-clinics-gouda-burghvliet,751,4.6,209,9.1,366,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",gouda@dentalclinics.nl,no
79,A,95,national_backup,Amersfoort,Kliniek voor tandheelkunde Dorrestein B.V.,"Dorresteinseweg 16-A, Amersfoort",info@tandartsdorrestein.nl,+310334612200,http://www.tandartsdorrestein.nl/,http://www.tandartsdorrestein.nl/contact,https://www.tandarts.nl/tandarts-amersfoort/kliniek-voor-tandheelkunde-dorrestein-bv,660,3.6,28,10.0,1,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tandartsdorrestein.nl,no
80,A,95,national_backup,Amersfoort,Dental Clinics Amersfoort Hogekwartier,"De Velduil 3A, Amersfoort",hogekwartier@dentalclinics.nl,+31334722990,https://www.dentalclinics.nl/tandarts/amersfoort-hogekwartier/,https://www.dentalclinics.nl/tandarts/amersfoort-hogekwartier/contact,https://www.tandarts.nl/tandarts-amersfoort/dental-clinics-amersfoort-hogekwartier,609,4.1,210,9.2,278,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",hogekwartier@dentalclinics.nl,no
81,A,95,national_backup,Rotterdam,Mondzorg Centrum Rotterdam,"Heer Bokelweg 216, Rotterdam",info@mondzorgcentrum-rotterdam.nl,//010-2827206,https://www.mondzorgcentrum-rotterdam.nl/de-praktijk/het-team/,https://www.mondzorgcentrum-rotterdam.nl/de-praktijk/het-team/contact,https://www.tandarts.nl/tandarts-rotterdam/mondzorg-centrum-rotterdam,605,3.2,76,8.6,12,tandarts_with_mond,True,"start_tariff,report_monitor,review_widget,call,appointment_request,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@mondzorgcentrum-rotterdam.nl,no
82,A,95,national_backup,Amersfoort,Kliniek Implantologie Amersfoort,"Dorresteinseweg 16B, Amersfoort",info@implantologie-amersfoort.nl,033 - 421 78 50,https://www.implantologie-amersfoort.nl/,https://www.implantologie-amersfoort.nl/contact,https://www.tandarts.nl/tandarts-amersfoort/kliniek-implantologie-amersfoort,564,4.0,8,10.0,2,tandarts,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@implantologie-amersfoort.nl,no
83,A,95,national_backup,Rotterdam,Dental Clinics Rotterdam Pleinweg,"Goereesestraat 2, Rotterdam",pleinweg@dentalclinics.nl,+31104100100,https://www.dentalclinics.nl/tandarts/rotterdam-pleinweg/,https://www.dentalclinics.nl/tandarts/rotterdam-pleinweg/contact,https://www.tandarts.nl/tandarts-rotterdam/dental-clinics-rotterdam-pleinweg,564,4.4,203,9.2,257,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click,blog_service_quantity_4,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",pleinweg@dentalclinics.nl,no
84,A,95,national_backup,Delft,De Tandartsengroep Delft,"Adriaan Pauwstraat 86, Delft",receptie@detandartsengroepdelft.nl,0031152122268,https://www.detandartsengroepdelft.nl,https://www.detandartsengroepdelft.nl/contact,https://www.tandarts.nl/tandarts-delft/de-tandartsengroep-delft,509,,0,9.8,3,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",receptie@detandartsengroepdelft.nl,no
85,A,95,national_backup,Rotterdam,Loef Mondzorg,"Weena 91, Rotterdam",info@loef.nl,0102004815,https://loef.nl,https://loef.nl/contact,https://www.tandarts.nl/tandarts-rotterdam/loef-mondzorg,398,4.9,226,9.6,167,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,exquise_service,review_widget,call,appointment_request,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@loef.nl,no
86,A,95,national_backup,Leiden,Tandartsenpraktijk Unident,"Breestraat 61, Leiden",info@unident.nl,+31 (0)71-5146004,https://www.unident.nl/behandeling/tandartscontrole/,https://www.unident.nl/behandeling/tandartscontrole/contact,https://www.tandarts.nl/tandarts-leiden/tandartsenpraktijk-unident,383,4.5,205,,0,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@unident.nl,no
87,A,95,national_backup,Rotterdam,"Ordentall, kliniek voor parodontologie en implantologie","Westblaak 113, Rotterdam",administratie@ordentall.nl,+31104121500,https://www.ordentall.nl,https://www.ordentall.nl/contact,https://www.tandarts.nl/tandarts-rotterdam/ordentall-kliniek-voor-parodontologie-en-implantologie,285,3.8,87,10.0,1,tandarts_with_mond,True,"none,start_tariff,youvia_plus,report_monitor,call,appointment_request,appointment,click,blog_service,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",administratie@ordentall.nl; info@ordentall.nl; verwijzers@ordentall.nl,no
88,A,95,national_backup,Amstelveen,Tandartsenpraktijk Arnout & Hobbelink,"Texelstraat 78, Amstelveen",info@ahtandartsen.nl,+3120-6420707,https://www.ahtandartsen.nl,https://www.ahtandartsen.nl/contact,https://www.tandarts.nl/tandarts-amstelveen/tandartsenpraktijk-arnout-hobbelink,261,4.8,147,10.0,1,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@ahtandartsen.nl,no
